NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME,flag_year_typo,flag_retroactive,flag_valid,lead_days,lead_days_short,layoff_count,company_normalized,same_company_cluster,county_warn_count,wda_warn_count,notice_year,notice_quarter,notice_month,industry_score,industry_final,industry_source
2020-08-28,Equinor US,Travis,Capital Area WDA,2020-11-01,2020-10-02,Austin,0,0,1,65,0,228,EQUINOR US,0,169,166,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-28,Scoobeez Inc-Farmers Branch,Dallas,Dallas County WDA,2020-11-01,2020-09-03,Farmers Branch,0,0,1,65,0,45,SCOOBEEZ -FARMERS BRANCH,0,330,325,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-28,"Scoobeez, Inc.-Ft. Worth",Tarrant,Tarrant County WDA,2020-11-01,2020-09-03,Ft. Worth,0,0,1,65,0,89,SCOOBEEZ -FT WORTH,0,207,213,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-28,"Scoobeez, Inc.-Garland",Dallas,Dallas County WDA,2020-11-01,2020-09-03,Garland,0,0,1,65,0,69,SCOOBEEZ,1,330,325,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-28,"Scoobeez, Inc.-Austin",Travis,Capital Area WDA,2020-11-01,2020-09-03,Austin,0,0,1,65,0,71,SCOOBEEZ,1,169,166,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-28,Avis Budget Car Rental-El Paso,El Paso,Borderplexjobs WDA,2020-04-01,2020-09-01,El Paso,0,1,0,,,12,AVIS BUDGET CAR RENTAL,1,49,51,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-28,"CEC Entertainment, Inc.",Dallas,Dallas County WDA,2020-09-30,2020-09-03,Irving,0,0,1,33,1,95,CEC ENTERTAINMENT,0,330,325,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-27,SW Hotels-Westin Galleria,Dallas,Dallas County WDA,2020-10-30,2020-08-27,Dallas,0,0,1,64,0,89,SW HOTELS,0,330,325,2020,2020Q3,2020-08,12,Retail_Food,stage1
2020-08-27,GEO Secure Services - Eagle Pass,Maverick,Middle Rio Grande WDA,2020-10-27,2020-09-01,Eagle Pass,0,0,1,61,0,174,GEO SECURE SERVICES - EAGLE PASS,0,7,15,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-27,JW Marriot Resort and SPA - San Antonio,Bexar,Alamo WDA,2020-10-30,2020-08-28,San Antonio,0,0,1,64,0,461,JW MARRIOT RESORT AND SPA,0,200,238,2020,2020Q3,2020-08,8,Retail_Food,stage1
2020-08-27,Marriott Rivercenter Hotel,Bexar,Alamo WDA,2010-10-30,2020-08-28,San Antonio,0,1,0,,,237,MARRIOTT RIVERCENTER HOTEL,0,200,238,2020,2020Q3,2020-08,12,Retail_Food,stage1
2020-08-27,Marriott Riverwalk,Bexar,Alamo WDA,2020-10-30,2020-08-28,San Antonio,0,0,1,64,0,45,MARRIOTT RIVERWALK,0,200,238,2020,2020Q3,2020-08,6,Retail_Food,stage1
2020-08-26,Renaissance Dallas at Plano Legacy West Hotel,Collin,North Central Texas WDA,2020-10-30,2020-08-26,Plano,0,0,1,65,0,66,RENAISSANCE DALLAS AT PLANO LEGACY WEST HOTEL,0,92,185,2020,2020Q3,2020-08,6,Retail_Food,stage1
2020-08-25,Sheraton Gunter San Antonio,Bexar,Alamo WDA,2020-10-23,2020-08-25,San Antonio,0,0,1,59,1,38,SHERATON GUNTER SAN ANTONIO,0,200,238,2020,2020Q3,2020-08,6,Retail_Food,stage1
2020-08-20,Hilton-Austin,Travis,Capital Area WDA,2020-08-31,2020-08-25,Austin,0,0,1,11,1,77,HILTON,1,169,166,2020,2020Q3,2020-08,6,Retail_Food,stage1
2020-08-20,"Exela Enterprise Solutions, LLC",Travis,Capital Area WDA,2020-11-01,2020-08-21,Austin,0,0,1,73,0,81,EXELA ENTERPRISE SOLUTIONS,0,169,166,2020,2020Q3,2020-08,2,Technology_IT,stage1
2020-08-18,"Smith Industries, LLC",Midland,Permian Basin WDA,2020-08-31,2020-08-19,Midland,0,0,1,13,1,72,SMITH INDUSTRIES,0,37,83,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-13,Rex Staffing LLC-Country Fresh Products,Harris,Gulf Coast WDA,2020-10-11,2020-08-17,Houston,0,0,1,59,1,310,REX STAFFING -COUNTRY FRESH PRODUCTS,0,429,608,2020,2020Q3,2020-08,8,Staffing_Services,stage1
2020-08-13,"IPIC Theaters, LLC",Travis,Capital Area WDA,2020-08-13,2020-08-14,Austin,0,0,1,0,1,37,IPIC THEATERS,0,169,166,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-12,Yoga Works - Uptown,Fort Bend,Gulf Coast WDA,2020-03-17,2020-08-12,Houston,0,1,0,,,24,YOGA WORKS - UPTOWN,0,88,608,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-12,HMS Host - San Antonio,Bexar,Alamo WDA,2020-10-15,2020-08-12,San Antonio,0,0,1,64,0,121,HMS HOST,1,200,238,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-11,"Seadrill Americas, Inc.",Harris,Gulf Coast WDA,2020-10-01,2020-08-11,Houston,0,0,1,51,1,168,SEADRILL AMERICAS,1,429,608,2020,2020Q3,2020-08,6,Logistics_Transportation,ambiguous_resolved
2020-08-05,JC Penney - McAllen,Hidalgo,Lower Rio Grande Valley WDA,2020-07-26,2020-08-06,McAllen,0,1,0,,,137,JC PENNEY - MCALLEN,0,35,38,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-05,The Briar Club,Harris,Gulf Coast WDA,2020-08-04,2020-08-05,Houston,0,1,0,,,23,THE BRIAR CLUB,0,429,608,2020,2020Q3,2020-08,0,Unknown,unresolved
2020-08-04,"Expedia Group, Inc.",Dallas,Dallas County WDA,2020-10-07,2020-08-04,Dallas,0,0,1,64,0,116,EXPEDIA GROUP,1,330,325,2020,2020Q3,2020-08,6,Technology_IT,stage1
2020-07-31,Hudson Group-Airport Mgt Services,Dallas,Dallas County WDA,2020-07-31,2020-07-31,Dallas,0,0,1,0,1,81,HUDSON GROUP-AIRPORT MGT SERVICES,0,330,325,2020,2020Q3,2020-07,4,Logistics_Transportation,stage1
2020-07-30,Spirit,Dallas,Dallas County WDA,2020-10-01,2020-07-30,DFW Airport,0,0,1,63,0,238,SPIRIT,0,330,325,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-30,Wyndham - San Antonio,Bexar,Alamo WDA,2020-07-03,2020-07-30,San Antonio,0,1,0,,,139,WYNDHAM,0,200,238,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-29,"Wyndham Revere, LLC",Dallas,Dallas County WDA,2020-09-30,2020-07-30,Dallas,0,0,1,63,0,52,WYNDHAM REVERE,0,330,325,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-28,CWT,Bexar,Alamo WDA,2020-04-01,2020-07-29,San Antonio,0,1,0,,,102,CWT,0,200,238,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-27,Wyndhgam Vacation Ownership,Travis,Capital Area WDA,2020-04-03,2020-07-30,Austin,0,1,0,,,81,WYNDHGAM VACATION OWNERSHIP,0,169,166,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-27,Brennan's of Houston,Harris,Gulf Coast WDA,2020-07-27,2020-07-27,Houston,0,0,1,0,1,90,BRENNAN S OF HOUSTON,0,429,608,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-23,Hector Garza Center,Bexar,Alamo WDA,2020-09-25,2020-07-23,San Antonio,0,0,1,64,0,140,HECTOR GARZA CENTER,0,200,238,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-23,Hilton - Plano,Collin,North Central Texas WDA,2020-07-20,2020-07-23,Plano,0,1,0,,,105,HILTON,1,92,185,2020,2020Q3,2020-07,6,Retail_Food,stage1
2020-07-23,Visionworks #86,Bexar,Alamo WDA,2020-04-04,2020-07-07,San Antonio,0,1,0,,,9,VISIONWORKS 86,0,200,238,2020,2020Q3,2020-07,6,Retail_Food,stage1
2020-07-23,Visionworks #32,Midland,Permian Basin WDA,2020-04-04,2020-07-16,Midland,0,1,0,,,3,VISIONWORKS 32,0,37,83,2020,2020Q3,2020-07,6,Retail_Food,stage1
2020-07-21,Printpack,Orange,South East Texas WDA,2020-09-18,2020-07-21,Orange,0,0,1,59,1,58,PRINTPACK,0,8,27,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-20,Sodexo - San Antonio,Bexar,Alamo WDA,2020-07-30,2020-07-22,San Antonio,0,0,1,10,1,319,SODEXO,1,200,238,2020,2020Q3,2020-07,6,Staffing_Services,stage1
2020-07-19,BJ Services - San Antonio,Bexar,Alamo WDA,2020-08-02,2020-07-20,San Antonio,0,0,1,14,1,195,BJ SERVICES,0,200,238,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-17,JC Penney - Lewisville,Denton,North Central Texas WDA,2020-09-23,2020-07-17,Lewisville,0,0,1,68,0,87,JC PENNEY - LEWISVILLE,0,56,185,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-17,Jc Penney-Dallas,Dallas,Dallas County WDA,2020-09-23,2020-07-17,Dallas,0,0,1,68,0,89,JC PENNEY,1,330,325,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-17,Hilton Anatole,Dallas,Dallas County WDA,2020-07-17,2020-07-20,Dallas,0,0,1,0,1,620,HILTON ANATOLE,1,330,325,2020,2020Q3,2020-07,6,Retail_Food,stage1
2020-07-16,Spirit AeroSystems Inc.,Bexar,Alamo WDA,2020-08-17,2020-07-17,San Antonio,0,0,1,32,1,72,SPIRIT AEROSYSTEMS,0,200,238,2020,2020Q3,2020-07,2,Technology_IT,stage1
2020-07-16,ASARCO- Amarillo Refinery,Potter,Panhandle WDA,2020-09-15,2020-07-16,Amarillo,0,0,1,61,0,213,ASARCO,0,12,22,2020,2020Q3,2020-07,6,Manufacturing,stage1
2020-07-16,Visionworks #262,Williamson,Rural Capital WDA,2020-04-04,2020-07-16,Round Rock,0,1,0,,,8,VISIONWORKS 262,0,35,67,2020,2020Q3,2020-07,6,Retail_Food,stage1
2020-07-16,"Exterran Energy Solutions, LP - Houston",Harris,Gulf Coast WDA,2020-09-17,2020-07-16,Houston,0,0,1,63,0,174,EXTERRAN ENERGY SOLUTIONS,0,429,608,2020,2020Q3,2020-07,2,Technology_IT,ambiguous_resolved
2020-07-16,JC Penney - Plano,Collin,North Central Texas WDA,2020-09-13,2020-07-16,Plano,0,0,1,59,1,717,JC PENNEY,1,92,185,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-13,Electro Rent,Denton,North Central Texas WDA,2020-07-01,2020-07-20,Roanoke,0,1,0,,,2,ELECTRO RENT,1,56,185,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-10,Basic Energy Services-Denver City,Yoakum,Panhandle WDA,2020-03-10,2020-07-16,Denver City,0,1,0,,,102,BASIC ENERGY SERVICES-DENVER CITY,1,2,22,2020,2020Q3,2020-07,8,Energy,stage1
2020-07-10,"Basic Energy Services - Big Spring, TX",Howard,Permian Basin WDA,2020-03-27,2020-07-10,Big Spring,0,1,0,,,114,BASIC ENERGY SERVICES - BIG SPRING TX,0,4,83,2020,2020Q3,2020-07,8,Energy,stage1
2020-07-10,Transform SR LLC #45446,Dallas,Dallas County WDA,2020-09-11,2020-07-20,Dallas,0,0,1,63,0,57,TRANSFORM SR 45446,0,330,325,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-09,C. Baldwin Hotel - Curio Collection by Hilton,Fort Bend,Gulf Coast WDA,2020-03-20,2020-07-09,Houston,0,1,0,,,144,C BALDWIN HOTEL - CURIO COLLECTION BY HILTON,1,88,608,2020,2020Q3,2020-07,12,Retail_Food,stage1
2020-07-09,Visionworks #120,Fort Bend,Gulf Coast WDA,2020-04-04,2020-07-09,Katy,0,1,0,,,2,VISIONWORKS 120,1,88,608,2020,2020Q3,2020-07,6,Retail_Food,stage1
2020-07-09,Pilot Thomas Logistics - Midland,Midland,Permian Basin WDA,2020-03-20,2020-07-09,Midland,0,1,0,,,56,PILOT THOMAS LOGISTICS,1,37,83,2020,2020Q3,2020-07,6,Logistics_Transportation,stage1
2020-07-09,C. Baldwin Hotel - Curio Collection by Hilton,Fort Bend,Gulf Coast WDA,2020-03-20,2020-07-09,Houston,0,1,0,,,144,C BALDWIN HOTEL - CURIO COLLECTION BY HILTON,1,88,608,2020,2020Q3,2020-07,12,Retail_Food,stage1
2020-07-09,Visionworks #120,Fort Bend,Gulf Coast WDA,2020-04-04,2020-07-09,Katy,0,1,0,,,2,VISIONWORKS 120,1,88,608,2020,2020Q3,2020-07,6,Retail_Food,stage1
2020-07-09,Pilot Thomas Logistics - Midland,Midland,Permian Basin WDA,2020-03-20,2020-07-09,Midland,0,1,0,,,56,PILOT THOMAS LOGISTICS,1,37,83,2020,2020Q3,2020-07,6,Logistics_Transportation,stage1
2020-07-08,Dallas Fort Worth International,Dallas,Dallas County WDA,2020-10-01,2020-07-09,Dallas,0,0,1,85,0,71,DALLAS FORT WORTH INTERNATIONAL,0,330,325,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-08,"Borusan Mannesmann Pipe U.S., Inc.",Harris,Gulf Coast WDA,2020-07-01,2020-07-08,Baytown,0,1,0,,,114,BORUSAN MANNESMANN PIPE U S,0,429,608,2020,2020Q3,2020-07,2,Manufacturing,stage1
2020-07-07,Transocean Deepwater Inc.- Discover Inspiration,Fort Bend,Gulf Coast WDA,2020-09-15,2020-07-07,Houston,0,0,1,70,0,110,TRANSOCEAN DEEPWATER - DISCOVER INSPIRATION,0,88,608,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-03,"GSC Wholesale, LLC dba Grocers Supply",Harris,Gulf Coast WDA,2020-09-04,2020-07-07,Houston,0,0,1,63,0,90,GSC WHOLESALE GROCERS SUPPLY,0,429,608,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-07-02,Brident-Westheimer Rd,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,6,BRIDENT,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-Broadway,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,4,BRIDENT-BROADWAY,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-Long Point RD,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,3,BRIDENT-LONG POINT RD,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-Tidwell Rd,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,3,BRIDENT-TIDWELL RD,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-Edgebrook Dr,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,2,BRIDENT-EDGEBROOK DR,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-E. Fwy,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,2,BRIDENT-E FWY,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-W Camp Widsom,Dallas,Dallas County WDA,2020-07-31,2020-07-02,Dallas,0,0,1,29,1,4,BRIDENT-W CAMP WIDSOM,0,330,325,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-Crosstimbers,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,2,BRIDENT-CROSSTIMBERS,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-Greens Rd,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,1,BRIDENT-GREENS RD,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-Airline Dr.,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,3,BRIDENT-AIRLINE DR,0,429,608,2020,2020Q3,2020-07,6,Logistics_Transportation,ambiguous_resolved
2020-07-02,Brident-Gulf Fwy,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,5,BRIDENT-GULF FWY,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-SW Military,Bexar,Alamo WDA,2020-07-31,2020-07-02,San Antonio,0,0,1,29,1,5,BRIDENT-SW MILITARY,0,200,238,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-W. Bellfort Ave,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,5,BRIDENT-W BELLFORT AVE,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-8706 Fredericksburg,Bexar,Alamo WDA,2020-07-31,2020-07-02,San Antonio,0,0,1,29,1,1,BRIDENT-8706 FREDERICKSBURG,0,200,238,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-W Commerce,Bexar,Alamo WDA,2020-07-31,2020-07-02,San Antonio,0,0,1,29,1,3,BRIDENT-W COMMERCE,0,200,238,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-3655 Fredericksburg,Bexar,Alamo WDA,2020-07-31,2020-07-02,San Antonio,0,0,1,29,1,1,BRIDENT-3655 FREDERICKSBURG,0,200,238,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-2000 SE. Loop,Bexar,Alamo WDA,2020-07-31,2020-07-02,San Antonio,0,0,1,29,1,1,BRIDENT-2000 SE LOOP,0,200,238,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-02,Brident-Bellaire bBlvd,Harris,Gulf Coast WDA,2020-07-31,2020-07-02,Houston,0,0,1,29,1,5,BRIDENT-BELLAIRE BBLVD,0,429,608,2020,2020Q3,2020-07,6,Healthcare,stage1
2020-07-01,Electro Rent,Denton,North Central Texas WDA,2020-07-01,2020-07-01,Roanoke,0,0,1,0,1,3,ELECTRO RENT,1,56,185,2020,2020Q3,2020-07,0,Unknown,unresolved
2020-06-30,The Lycra Co.,Harris,Gulf Coast WDA,2020-08-31,2020-06-30,La Porte,0,0,1,62,0,79,THE LYCRA,0,429,608,2020,2020Q2,2020-06,6,Manufacturing,stage1
2020-06-30,PCC Wyman Gordon,Harris,Gulf Coast WDA,2020-07-02,2020-06-30,Houston,0,0,1,2,1,10,PCC WYMAN GORDON,0,429,608,2020,2020Q2,2020-06,0,Unknown,unresolved
2020-06-29,Hard Rock Café-San Antonio,Bexar,Alamo WDA,2020-04-13,2020-06-29,San Antonio,0,1,0,,,138,HARD ROCK CAFÉ,1,200,238,2020,2020Q2,2020-06,0,Unknown,unresolved
2020-06-26,Spire Hospitality-Embassy Suites,Webb,South Texas WDA,2020-07-01,2020-06-29,Laredo,0,0,1,5,1,58,SPIRE HOSPITALITY-EMBASSY SUITES,0,17,17,2020,2020Q2,2020-06,6,Healthcare,stage1
2020-06-25,PV Fluid Products Inc.,Harris,Gulf Coast WDA,2020-06-08,2020-06-29,Houston,0,1,0,,,113,PV FLUID PRODUCTS,0,429,608,2020,2020Q2,2020-06,0,Unknown,unresolved
2020-06-25,Kimpton Hotel,Travis,Capital Area WDA,2020-06-30,2020-06-30,Austin,0,0,1,5,1,180,KIMPTON HOTEL,0,169,166,2020,2020Q2,2020-06,6,Retail_Food,stage1
2020-06-22,Van Vleck Paint Shop,Matagorda,Gulf Coast WDA,2020-08-21,2020-06-23,Bay City,0,0,1,60,0,10,VAN VLECK PAINT SHOP,0,3,608,2020,2020Q2,2020-06,2,Manufacturing,ambiguous_resolved
2020-06-22,Clute Fabrication Shop,Brazoria,Gulf Coast WDA,2020-08-21,2020-06-23,Clute,0,0,1,60,0,46,CLUTE FABRICATION SHOP,0,13,608,2020,2020Q2,2020-06,12,Manufacturing,stage1
2020-06-22,Bradshaw State Jail,Rusk,East Texas WDA,2020-07-03,2020-06-22,Henderson,0,0,1,11,1,229,BRADSHAW STATE JAIL,0,5,39,2020,2020Q2,2020-06,2,Public_Nonprofit,stage1
2020-06-17,Pounds Photo Lab,Dallas,Dallas County WDA,2020-07-01,2020-06-18,Dallas,0,0,1,14,1,61,POUNDS PHOTO LAB,0,330,325,2020,2020Q2,2020-06,0,Unknown,unresolved
2020-06-15,Adeputs Health dba FCER Management LLC,Dallas,Dallas County WDA,2020-08-15,2020-06-18,Irving,0,0,1,61,0,96,ADEPUTS HEALTH FCER MANAGEMENT,0,330,325,2020,2020Q2,2020-06,2,Healthcare,stage1
2020-06-15,Hyatt Regency DFW,Tarrant,Tarrant County WDA,2020-03-22,2020-06-15,DFW Airport,0,1,0,,,210,HYATT REGENCY DFW,1,207,213,2020,2020Q2,2020-06,6,Retail_Food,stage1
2020-06-12,Hyatt Corp dba Miraval Austin Wellness Resort & Spa,Travis,Capital Area WDA,2020-03-22,2020-06-12,Austin,0,1,0,,,137,HYATT MIRAVAL AUSTIN WELLNESS RESORT SPA,0,169,166,2020,2020Q2,2020-06,14,Retail_Food,stage1
2020-06-12,Hyatt Regency - Austin,Travis,Capital Area WDA,2020-03-15,2020-06-12,Austin,0,1,0,,,224,HYATT REGENCY,1,169,166,2020,2020Q2,2020-06,6,Retail_Food,stage1
2020-06-11,Grand Hyatt San Antonio,Bexar,Alamo WDA,2020-03-22,2020-06-12,San Antonio,0,1,0,,,271,GRAND HYATT SAN ANTONIO,0,200,238,2020,2020Q2,2020-06,6,Retail_Food,stage1
2020-06-11,Owens-Corning - Amarillo,Randall,Panhandle WDA,2020-08-05,2020-06-11,Amarillo,0,0,1,55,1,205,OWENS-CORNING,0,2,22,2020,2020Q2,2020-06,0,Unknown,unresolved
2020-06-11,Hotel Contessa,Bexar,Alamo WDA,2020-06-13,2020-06-11,San Antonio,0,0,1,2,1,84,HOTEL CONTESSA,0,200,238,2020,2020Q2,2020-06,6,Retail_Food,stage1
2020-06-08,Hyatt Regency - Houston,Fort Bend,Gulf Coast WDA,2020-03-22,2020-06-09,Houston,0,1,0,,,260,HYATT REGENCY,1,88,608,2020,2020Q2,2020-06,6,Retail_Food,stage1
2020-06-08,Ritz Carlton - Dallas,Dallas,Dallas County WDA,2020-03-14,2020-06-08,Dallas,0,1,0,,,365,RITZ CARLTON,0,330,325,2020,2020Q2,2020-06,0,Unknown,unresolved
2020-06-05,"Seadrill Americas, Inc.",Harris,Gulf Coast WDA,2020-06-16,2020-06-08,Houston,0,0,1,11,1,135,SEADRILL AMERICAS,1,429,608,2020,2020Q2,2020-06,6,Logistics_Transportation,ambiguous_resolved
2020-06-04,Gaylord - Grapevine,Tarrant,Tarrant County WDA,2020-03-16,2020-06-05,Grapevine,0,1,0,,,1426,GAYLORD - GRAPEVINE,0,207,213,2020,2020Q2,2020-06,0,Unknown,unresolved
2020-06-01,Sound Inpatient Physicians Inc.,Tarrant,Tarrant County WDA,2020-06-01,2020-06-03,Westlake,0,0,1,0,1,33,SOUND INPATIENT PHYSICIANS,0,207,213,2020,2020Q2,2020-06,2,Healthcare,stage1
2020-06-01,Echo Locum Tenens Inc.,Tarrant,Tarrant County WDA,2020-06-01,2020-06-03,Westlake,0,0,1,0,1,13,ECHO LOCUM TENENS,0,207,213,2020,2020Q2,2020-06,0,Unknown,unresolved
2020-06-01,"GE Engine Services, L.P.",Hidalgo,Lower Rio Grande Valley WDA,2020-06-12,2020-06-01,McAllen,0,0,1,11,1,257,GE ENGINE SERVICES L P,0,35,38,2020,2020Q2,2020-06,0,Unknown,unresolved
2020-06-01,Turner Industries-Corpus Christi,Nueces,Coastal Bend WDA,2020-06-25,2020-06-03,Corpus Ch,0,0,1,24,1,40,TURNER INDUSTRIES,1,20,26,2020,2020Q2,2020-06,6,Construction_Real_Estate,stage1
2020-06-01,St. Regis Houston,Fort Bend,Gulf Coast WDA,2020-03-21,2020-06-03,Houston,0,1,0,,,180,ST REGIS HOUSTON,0,88,608,2020,2020Q2,2020-06,0,Unknown,unresolved
2020-05-31,Jim's Formal Wear,Guadalupe,Alamo WDA,2020-03-20,2020-04-15,Seguin,0,1,0,,,44,JIM S FORMAL WEAR,0,2,238,2020,2020Q2,2020-05,6,Retail_Food,stage1
2020-05-29,Renaissance Hotel,Travis,Capital Area WDA,2020-03-21,2020-05-29,Austin,0,1,0,,,243,RENAISSANCE HOTEL,0,169,166,2020,2020Q2,2020-05,6,Retail_Food,stage1
2020-05-29,Collins Aerospace,Harris,Gulf Coast WDA,2020-07-31,2020-05-28,Houston,0,0,1,63,0,144,COLLINS AEROSPACE,0,429,608,2020,2020Q2,2020-05,2,Retail_Food,stage1
2020-05-29,Allied Aviation-Southlake,Tarrant,Tarrant County WDA,2020-04-20,2020-05-29,Southlake,0,1,0,,,50,ALLIED AVIATION,1,207,213,2020,2020Q2,2020-05,6,Logistics_Transportation,stage1
2020-05-29,85C Bakery-Katy,Harris,Gulf Coast WDA,2020-06-12,2020-05-29,Katy,0,0,1,14,1,1,85C BAKERY-KATY,0,429,608,2020,2020Q2,2020-05,2,Retail_Food,stage1
2020-05-29,Live by Loews,Tarrant,Tarrant County WDA,2020-05-27,2020-05-29,Arlington,0,1,0,,,153,LIVE BY LOEWS,0,207,213,2020,2020Q2,2020-05,0,Unknown,unresolved
2020-05-29,Holiday Inn Club Vacations-Pantego,Tarrant,Tarrant County WDA,2020-05-21,2020-05-29,Pantego,0,1,0,,,307,HOLIDAY INN CLUB VACATIONS-PANTEGO,1,207,213,2020,2020Q2,2020-05,6,Retail_Food,stage1
2020-05-29,85 C Bakery Café,Harris,Gulf Coast WDA,2020-06-12,2020-05-29,Friendswood,0,0,1,14,1,9,85 C BAKERY CAFÉ,0,429,608,2020,2020Q2,2020-05,2,Retail_Food,stage1
2020-05-28,Benchmark Electronics,Brazoria,Gulf Coast WDA,2021-01-01,2020-05-29,Angleton,0,0,1,218,0,190,BENCHMARK ELECTRONICS,0,13,608,2020,2020Q2,2020-05,2,Manufacturing,stage1
2020-05-27,ECFMG-Clinical Skills Exam,Harris,Gulf Coast WDA,2020-06-12,2020-05-29,Houston,0,0,1,16,1,103,ECFMG-CLINICAL SKILLS EXAM,0,429,608,2020,2020Q2,2020-05,6,Healthcare,stage1
2020-05-26,First Texas Hospital Cy-Fair,Harris,Gulf Coast WDA,2020-07-26,2020-05-29,Houston,0,0,1,61,0,62,FIRST TEXAS HOSPITAL CY-FAIR,0,429,608,2020,2020Q2,2020-05,6,Healthcare,stage1
2020-05-22,Sheraton Austin,Travis,Capital Area WDA,2020-05-21,2020-05-27,Austin,0,1,0,,,99,SHERATON AUSTIN,0,169,166,2020,2020Q2,2020-05,6,Retail_Food,stage1
2020-05-22,ProPetro-Coil Tubing Operations,Midland,Permian Basin WDA,2020-05-27,2020-05-29,Midland,0,0,1,5,1,32,PROPETRO-COIL TUBING OPERATIONS,1,37,83,2020,2020Q2,2020-05,8,Energy,stage1
2020-05-22,"Laz Parking Texas, LLC",Dallas,Dallas County WDA,2020-03-08,2020-05-29,Dallas,0,1,0,,,310,LAZ PARKING TEXAS,1,330,325,2020,2020Q2,2020-05,0,Unknown,unresolved
2020-05-22,The Moran at City Center,Harris,Gulf Coast WDA,2020-05-22,2020-05-29,Houston,0,0,1,0,1,47,THE MORAN AT CITY CENTER,0,429,608,2020,2020Q2,2020-05,2,Public_Nonprofit,stage1
