NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME,flag_year_typo,flag_retroactive,flag_valid,lead_days,lead_days_short,layoff_count,company_normalized,same_company_cluster,county_warn_count,wda_warn_count,notice_year,notice_quarter,notice_month,industry_score,industry_final,industry_source
2020-05-21,"Texas Steel Conversion, Inc.",Harris,Gulf Coast WDA,2020-06-15,2020-05-29,Houston,0,0,1,25,1,491,TEXAS STEEL CONVERSION,0,429,608,2020,2020Q2,2020-05,2,Manufacturing,stage1
2020-05-21,Marriott City Place-Spicewood Village,Harris,Gulf Coast WDA,2020-03-27,2020-05-29,Spring,0,1,0,,,33,MARRIOTT CITY PLACE-SPICEWOOD VILLAGE,1,429,608,2020,2020Q2,2020-05,6,Retail_Food,stage1
2020-05-18,XPO Logistics-Jacomson Warehouse,Dallas,Dallas County WDA,2020-07-17,2020-05-20,Dallas,0,0,1,60,0,243,XPO LOGISTICS-JACOMSON WAREHOUSE,0,330,325,2020,2020Q2,2020-05,8,Logistics_Transportation,stage1
2020-05-14,Cactus Wellhead,Ector,Permian Basin WDA,2020-05-14,2020-05-14,Odessa,0,0,1,0,1,14,CACTUS WELLHEAD,1,19,83,2020,2020Q2,2020-05,0,Unknown,unresolved
2020-05-14,Allied Aviation-Houston,Harris,Gulf Coast WDA,2020-04-20,2020-05-14,Houston,0,1,0,,,77,ALLIED AVIATION,1,429,608,2020,2020Q2,2020-05,6,Logistics_Transportation,stage1
2020-05-14,St Edwards University,Travis,Capital Area WDA,2020-05-31,2020-05-18,Austin,0,0,1,17,1,95,ST EDWARDS UNIVERSITY,0,169,166,2020,2020Q2,2020-05,2,Public_Nonprofit,stage1
2020-05-12,Hydraulic Fracturing Facility,Midland,Permian Basin WDA,2020-05-12,2020-05-12,Midland,0,0,1,0,1,392,HYDRAULIC FRACTURING FACILITY,1,37,83,2020,2020Q2,2020-05,4,Energy,stage1
2020-05-12,James Avery -Fredericksburg,Gillespie,Alamo WDA,2020-07-12,2020-05-12,Fredericksburg,0,0,1,61,0,82,JAMES AVERY -FREDERICKSBURG,0,1,238,2020,2020Q2,2020-05,0,Unknown,unresolved
2020-05-11,"UTLX Manufacturing, Inc.",Harris,Gulf Coast WDA,2020-07-10,2020-05-12,Houston,0,0,1,60,0,278,UTLX MANUFACTURING,1,429,608,2020,2020Q2,2020-05,6,Manufacturing,stage1
2020-05-07,Saulsbury Industries-Odessa,Ector,Permian Basin WDA,2020-05-22,2020-05-13,Odessa,0,0,1,15,1,3,SAULSBURY INDUSTRIES,1,19,83,2020,2020Q2,2020-05,6,Construction_Real_Estate,stage1
2020-05-07,"Saulsbury Industries, Inc.",Ector,Permian Basin WDA,2012-05-11,2020-05-13,Odessa,0,1,0,,,12,SAULSBURY INDUSTRIES,1,19,83,2020,2020Q2,2020-05,6,Construction_Real_Estate,stage1
2020-05-07,Saulsbury Industries-Henderson,Rusk,East Texas WDA,2020-05-21,2020-05-13,Henderson,0,0,1,14,1,58,SAULSBURY INDUSTRIES-HENDERSON,0,5,39,2020,2020Q2,2020-05,6,Construction_Real_Estate,stage1
2020-05-05,Southwestern & Pacific #6972,Harris,Gulf Coast WDA,2020-04-21,2020-05-05,Spring,0,1,0,,,1,SOUTHWESTERN PACIFIC 6972,0,429,608,2020,2020Q2,2020-05,0,Unknown,unresolved
2020-05-04,Haliburton Energy Services-N. Sam Houston,Harris,Gulf Coast WDA,2020-05-04,2020-05-05,Houston,0,0,1,0,1,984,HALIBURTON ENERGY SERVICES-N SAM HOUSTON,1,429,608,2020,2020Q2,2020-05,2,Energy,stage1
2020-05-04,Outback #4424,Jefferson,South East Texas WDA,2020-03-15,2020-05-04,Beaumont,0,1,0,,,65,OUTBACK 4424,0,20,27,2020,2020Q2,2020-05,6,Retail_Food,stage1
2020-05-04,Covia-Crane,Crane,Permian Basin WDA,2020-05-04,2020-05-04,Crane,0,0,1,0,1,23,COVIA-CRANE,0,2,83,2020,2020Q2,2020-05,2,Logistics_Transportation,stage1
2020-05-04,Covia Corp-Kermit,Winkler,Permian Basin WDA,2020-05-04,2020-05-04,Kermit,0,0,1,0,1,83,COVIA -KERMIT,0,4,83,2020,2020Q2,2020-05,0,Unknown,unresolved
2020-05-01,Cactus Wellhead,Ector,Permian Basin WDA,2020-05-01,2020-05-04,Odessa,0,0,1,0,1,32,CACTUS WELLHEAD,1,19,83,2020,2020Q2,2020-05,0,Unknown,unresolved
2020-05-01,US Steel Tubular Products - Hughes Springs,Cass,North East Texas WDA,2020-05-10,2020-05-05,Hughes Springs,0,0,1,9,1,55,US STEEL TUBULAR PRODUCTS - HUGHES SPRINGS,0,1,21,2020,2020Q2,2020-05,2,Manufacturing,stage1
2020-04-30,Havertys Furniture-Coppell,Dallas,Dallas County WDA,2020-04-30,2020-05-04,Coppell,0,0,1,0,1,57,HAVERTYS FURNITURE-COPPELL,0,330,325,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-30,Carpenter Tech-Amega West,Harris,Gulf Coast WDA,2020-06-29,2020-05-04,Houston,0,0,1,60,0,79,CARPENTER TECH-AMEGA WEST,0,429,608,2020,2020Q2,2020-04,2,Technology_IT,stage1
2020-04-29,Halliburton,Gregg,East Texas WDA,2020-04-29,2020-04-29,Kilgore,0,0,1,0,1,233,HALLIBURTON,0,13,39,2020,2020Q2,2020-04,6,Energy,stage1
2020-04-29,Regal Cinema-Richmond,Fort Bend,Gulf Coast WDA,2020-03-17,2020-05-04,Richmond,0,1,0,,,91,REGAL CINEMA-RICHMOND,0,88,608,2020,2020Q2,2020-04,12,Retail_Food,stage1
2020-04-29,TechnipFMC CO. - Odessa,Ector,Permian Basin WDA,2020-04-15,2020-05-01,Odessa,0,1,0,,,140,TECHNIPFMC,0,19,83,2020,2020Q2,2020-04,2,Technology_IT,stage1
2020-04-29,Regal Cinema-Tomball,Harris,Borderplexjobs WDA,2020-03-17,2020-05-04,Tomball,0,1,0,,,88,REGAL CINEMA-TOMBALL,1,429,51,2020,2020Q2,2020-04,12,Retail_Food,stage1
2020-04-29,Regal Cinema-Katy Frwy,Harris,Gulf Coast WDA,2020-03-17,2020-05-04,Houston,0,1,0,,,86,REGAL CINEMA-KATY FRWY,0,429,608,2020,2020Q2,2020-04,12,Retail_Food,stage1
2020-04-29,Regal Cinema-Houston,Harris,Gulf Coast WDA,2020-03-17,2020-05-04,Houston,0,1,0,,,82,REGAL CINEMA,1,429,608,2020,2020Q2,2020-04,12,Retail_Food,stage1
2020-04-28,Halliburton-Interwood,Harris,Gulf Coast WDA,2020-04-28,2020-04-30,Houston,0,0,1,0,1,9,HALLIBURTON-INTERWOOD,0,429,608,2020,2020Q2,2020-04,6,Energy,stage1
2020-04-28,Southwestern & Pacific #2969,Polk,Deep East Texas WDA,2020-04-21,2020-05-05,Livingston,0,1,0,,,1,SOUTHWESTERN PACIFIC 2969,0,1,12,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6772,Cameron,Cameron County WDA,2020-04-21,2020-05-05,Harlingen,0,1,0,,,1,SOUTHWESTERN PACIFIC 6772,0,37,38,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Easy Gardener Products Inc.,McLennan,Heart of Texas WDA,2020-06-30,2020-04-29,Waco,0,0,1,63,0,50,EASY GARDENER PRODUCTS,0,24,34,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,SW & Pacific # 6741,Bexar,Alamo WDA,2020-04-21,2020-05-04,San Antonio,0,1,0,,,1,SW PACIFIC 6741,0,200,238,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,"Jet Specialty, Inc.",Nueces,Coastal Bend WDA,2020-07-02,2020-04-29,Corpus Ch,0,0,1,65,0,75,JET SPECIALTY,0,20,26,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Haliburton Energy-Interwood Pkwy,Harris,Gulf Coast WDA,2020-04-28,2020-05-01,Houston,0,0,1,0,1,9,HALIBURTON ENERGY-INTERWOOD PKWY,0,429,608,2020,2020Q2,2020-04,2,Energy,stage1
2020-04-28,Hailburton Energy-Heathrow Forest,Harris,Gulf Coast WDA,2020-04-28,2020-05-01,Houston,0,0,1,0,1,8,HAILBURTON ENERGY-HEATHROW FOREST,0,429,608,2020,2020Q2,2020-04,2,Energy,stage1
2020-04-28,"IPC Industries, LP",Galveston,Gulf Coast WDA,2020-03-19,2020-05-01,Santa Fe,0,1,0,,,109,IPC INDUSTRIES,0,9,608,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6925,Hill,Heart of Texas WDA,2020-04-21,2020-05-07,Hillsboro,0,1,0,,,1,SOUTHWESTERN PACIFIC 6925,0,4,34,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Enterprise Holdings-Airport,Bexar,Alamo WDA,2020-04-30,2020-05-04,San Antonio,0,0,1,2,1,135,ENTERPRISE HOLDINGS-AIRPORT,0,200,238,2020,2020Q2,2020-04,4,Logistics_Transportation,stage1
2020-04-28,Enterprise Holdings-Eastern St,Bexar,Alamo WDA,2020-04-30,2020-05-04,San Antonio,0,0,1,2,1,146,ENTERPRISE HOLDINGS,1,200,238,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,"Enterprise Holdings, LLC",Bexar,Alamo WDA,2020-04-30,2020-05-04,San Antonio,0,0,1,2,1,30,ENTERPRISE HOLDINGS,1,200,238,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Outback Steakhouse #4470,El Paso,Borderplexjobs WDA,2020-04-27,2020-04-29,El Paso,0,1,0,,,59,OUTBACK STEAKHOUSE 4470,0,49,51,2020,2020Q2,2020-04,8,Retail_Food,stage1
2020-04-28,Southwestern & Pacific #3014,Fort Bend,Gulf Coast WDA,2020-04-21,2020-05-05,Houston,0,1,0,,,1,SOUTHWESTERN PACIFIC 3014,0,88,608,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6749,Bexar,Alamo WDA,2020-04-21,2020-05-04,San Antonio,0,1,0,,,1,SOUTHWESTERN PACIFIC 6749,0,200,238,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6812,Fort Bend,Gulf Coast WDA,2020-04-21,2020-05-05,Houston,0,1,0,,,1,SOUTHWESTERN PACIFIC 6812,0,88,608,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6800,Harris,Gulf Coast WDA,2020-04-21,2020-05-05,Humble,0,1,0,,,1,SOUTHWESTERN PACIFIC 6800,0,429,608,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6787,Harris,Gulf Coast WDA,2020-04-21,2020-05-05,Pasadena,0,1,0,,,1,SOUTHWESTERN PACIFIC 6787,0,429,608,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6786,Fort Bend,Gulf Coast WDA,2020-04-21,2020-05-05,Houston,0,1,0,,,1,SOUTHWESTERN PACIFIC 6786,0,88,608,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6851,Victoria,Golden Crescent WDA,2020-04-21,2020-05-05,Victoria,0,1,0,,,1,SOUTHWESTERN PACIFIC 6851,0,5,6,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6915,Harrison,East Texas WDA,2020-04-21,2020-05-05,Marshall,0,1,0,,,1,SOUTHWESTERN PACIFIC 6915,0,2,39,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6884,Henderson,East Texas WDA,2020-04-21,2020-05-05,Gun Barrel City,0,1,0,,,1,SOUTHWESTERN PACIFIC 6884,0,4,39,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6757,Henderson,East Texas WDA,2020-04-21,2020-05-05,Athens,0,1,0,,,1,SOUTHWESTERN PACIFIC 6757,0,4,39,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6969,Gregg,East Texas WDA,2020-04-21,2020-05-05,Longview,0,1,0,,,1,SOUTHWESTERN PACIFIC 6969,0,13,39,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6886,Dallas,Dallas County WDA,2020-04-21,2020-05-05,Dallas,0,1,0,,,1,SOUTHWESTERN PACIFIC 6886,0,330,325,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific   #6825,Walker,Gulf Coast WDA,2020-04-21,2020-05-05,Huntsville,0,1,0,,,1,SOUTHWESTERN PACIFIC 6825,0,2,608,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6979,Brazoria,Gulf Coast WDA,2020-04-21,2020-05-05,Lake Jackson,0,1,0,,,1,SOUTHWESTERN PACIFIC 6979,0,13,608,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6836,Cameron,Cameron County WDA,2020-04-21,2020-05-05,San Benito,0,1,0,,,1,SOUTHWESTERN PACIFIC 6836,0,37,38,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6883,Kerr,Alamo WDA,2020-04-21,2020-05-04,Kerrville,0,1,0,,,1,SOUTHWESTERN PACIFIC 6883,0,1,238,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6829,Dallas,Dallas County WDA,2020-04-21,2020-05-05,Garland,0,1,0,,,1,SOUTHWESTERN PACIFIC 6829,0,330,325,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6839,Comal,Alamo WDA,2020-04-21,2020-05-04,New Braunfels,0,1,0,,,1,SOUTHWESTERN PACIFIC 6839,0,11,238,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6810,Cameron,Cameron County WDA,2020-04-21,2020-05-05,Brownsville,0,1,0,,,1,SOUTHWESTERN PACIFIC 6810,0,37,38,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #2995,Cameron,Cameron County WDA,2020-04-21,2020-05-05,Brownsville,0,1,0,,,1,SOUTHWESTERN PACIFIC 2995,0,37,38,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6926,Brazos,Brazos Valley WDA,2020-04-21,2020-05-05,Bryan,0,1,0,,,1,SOUTHWESTERN PACIFIC 6926,0,10,14,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6815,Dallas,Dallas County WDA,2020-04-21,2020-05-05,Lancaster,0,1,0,,,1,SOUTHWESTERN PACIFIC 6815,0,330,325,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6761,Nueces,Coastal Bend WDA,2020-04-21,2020-05-05,Corpus Christi,0,1,0,,,1,SOUTHWESTERN PACIFIC 6761,0,20,26,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6818,Jim Wells,Coastal Bend WDA,2020-04-21,2020-05-05,Alice,0,1,0,,,1,SOUTHWESTERN PACIFIC 6818,0,2,26,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6765,Dallas,Dallas County WDA,2020-04-21,2020-05-05,Grand Prairie,0,1,0,,,1,SOUTHWESTERN PACIFIC 6765,0,330,325,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6745,Limestone,Heart of Texas WDA,2020-04-21,2020-05-07,Mexia,0,1,0,,,1,SOUTHWESTERN PACIFIC 6745,0,1,34,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-28,Southwestern & Pacific #6981,Tom Green,Concho Valley WDA,2020-04-21,2020-05-05,San Angelo,0,1,0,,,1,SOUTHWESTERN PACIFIC 6981,0,9,16,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-27,Carrabba's #9416,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Houston,0,1,0,,,76,CARRABBA S 9416,0,88,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Carrabba's #9415,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Houston,0,1,0,,,66,CARRABBA S 9415,0,88,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Carrabba's #4407,Harris,Gulf Coast WDA,2020-03-15,2020-05-04,Webster,0,1,0,,,75,CARRABBA S 4407,0,429,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Carrabba's #4406,Montgomery,Gulf Coast WDA,2020-03-15,2020-05-04,The Woodlands,0,1,0,,,74,CARRABBA S 4406,0,42,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4420,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Stafford,0,1,0,,,70,OUTBACK 4420,0,88,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Carrabba's #4401,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Houston,0,1,0,,,63,CARRABBA S 4401,0,88,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4460,Smith,East Texas WDA,2020-03-15,2020-05-04,Tyler,0,1,0,,,74,OUTBACK 4460,0,11,39,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4434,Montgomery,Gulf Coast WDA,2020-03-15,2020-05-04,Shenandoah,0,1,0,,,56,OUTBACK 4434,0,42,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Carrabba's #4404,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Sugar Land,0,1,0,,,69,CARRABBA S 4404,0,88,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Carrabba's #4402,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Houston,0,1,0,,,62,CARRABBA S 4402,0,88,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Carrabba's #9421,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Katy,0,1,0,,,86,CARRABBA S 9421,0,88,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Fleming's #5403,Fort Bend,Gulf Coast WDA,,2020-05-04,Houston,0,0,0,,,42,FLEMING S 5403,0,88,608,2020,2020Q2,2020-04,2,Retail_Food,stage1
2020-04-27,Fleming's #5404,Montgomery,Gulf Coast WDA,2020-03-15,2020-05-04,The Woodlands,0,1,0,,,49,FLEMING S 5404,0,42,608,2020,2020Q2,2020-04,2,Retail_Food,stage1
2020-04-27,Outback #4413,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Houston,0,1,0,,,77,OUTBACK 4413,0,88,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4430,Harris,Gulf Coast WDA,2020-03-15,2020-05-04,Baytown,0,1,0,,,62,OUTBACK 4430,0,429,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4435,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Houston,0,1,0,,,70,OUTBACK 4435,0,88,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4410,Harris,Gulf Coast WDA,2020-03-15,2020-05-04,Humble,0,1,0,,,61,OUTBACK 4410,0,429,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4412,Harris,Gulf Coast WDA,2020-03-15,2020-05-04,Webster,0,1,0,,,64,OUTBACK 4412,0,429,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4467,Gregg,East Texas WDA,2020-03-15,2020-05-04,Longview,0,1,0,,,67,OUTBACK 4467,0,13,39,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4418,Brazos,Brazos Valley WDA,2020-03-15,2020-05-01,College Station,0,1,0,,,61,OUTBACK 4418,0,10,14,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4414,Montgomery,Gulf Coast WDA,2020-03-15,2020-05-04,Conroe,0,1,0,,,57,OUTBACK 4414,0,42,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Fleming's #5407,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Houston,0,1,0,,,53,FLEMING S 5407,0,88,608,2020,2020Q2,2020-04,2,Retail_Food,stage1
2020-04-27,Outback #4469,Bell,Central Texas WDA,2020-03-15,2020-05-04,Killeen,0,1,0,,,73,OUTBACK 4469,0,14,14,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Cardone Industries-Robstown,Cameron,Cameron County WDA,2020-04-27,2020-04-27,Brownsville,0,0,1,0,1,183,CARDONE INDUSTRIES-ROBSTOWN,0,37,38,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-27,Cameron International-Corpus Christi,Nueces,Coastal Bend WDA,2020-04-22,2020-04-29,Corpus Ch,0,1,0,,,6,CAMERON INTERNATIONAL,0,20,26,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-27,Cameron International-Kennedy,Austin,Alamo WDA,2020-05-22,2020-04-29,Kenney,0,0,1,25,1,45,CAMERON INTERNATIONAL-KENNEDY,0,3,238,2020,2020Q2,2020-04,0,Unknown,unresolved
2020-04-27,Outback #4416,Fort Bend,Gulf Coast WDA,2020-03-15,2020-05-04,Katy,0,1,0,,,79,OUTBACK 4416,0,88,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Carrabba's #4405,Bexar,Alamo WDA,2020-03-15,2020-05-01,San Antonio,0,1,0,,,79,CARRABBA S 4405,0,200,238,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4423,Bexar,Alamo WDA,2020-03-15,2020-05-01,San Antonio,0,1,0,,,61,OUTBACK 4423,0,200,238,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4426,Bexar,Alamo WDA,2020-03-15,2020-05-01,San Antonio,0,1,0,,,65,OUTBACK 4426,0,200,238,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4442,Bexar,Alamo WDA,2020-03-15,2020-05-01,Selma,0,1,0,,,76,OUTBACK 4442,0,200,238,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,"Total Airport Services, LLC",Harris,Gulf Coast WDA,2020-04-24,2020-05-01,Houston,0,1,0,,,68,TOTAL AIRPORT SERVICES,0,429,608,2020,2020Q2,2020-04,4,Logistics_Transportation,stage1
2020-04-27,Fleming's #5402,Travis,Capital Area WDA,2020-03-15,2020-05-01,Austin,0,1,0,,,37,FLEMING S 5402,0,169,166,2020,2020Q2,2020-04,2,Retail_Food,stage1
2020-04-27,Outback #4425,Nueces,Coastal Bend WDA,2020-03-15,2020-05-04,Corpus Christi,0,1,0,,,59,OUTBACK 4425,0,20,26,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4422,Travis,Capital Area WDA,2020-03-15,2020-05-01,Austin,0,1,0,,,56,OUTBACK 4422,0,169,166,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4433,Angelina,Deep East Texas WDA,2020-03-15,2020-05-04,Lufkin,0,1,0,,,55,OUTBACK 4433,0,5,12,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Fleming's #5405,Bexar,Alamo WDA,2020-03-15,2020-05-01,San Antonio,0,1,0,,,54,FLEMING S 5405,0,200,238,2020,2020Q2,2020-04,2,Retail_Food,stage1
2020-04-27,Outback #4473,Tom Green,Concho Valley WDA,2020-03-15,2020-05-04,San Angelo,0,1,0,,,72,OUTBACK 4473,0,9,16,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Carrabba's #9412,Dallas,Dallas County WDA,2020-03-15,2020-05-04,Dallas,0,1,0,,,52,CARRABBA S 9412,0,330,325,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4453,Dallas,Dallas County WDA,2020-03-15,2020-05-04,Irving,0,1,0,,,56,OUTBACK 4453,0,330,325,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4428,Harris,Gulf Coast WDA,2020-03-15,2020-05-04,Pasadena,0,1,0,,,64,OUTBACK 4428,0,429,608,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Carrabba's #4403,Travis,Capital Area WDA,2020-03-15,2020-05-01,Austin,0,1,0,,,53,CARRABBA S 4403,0,169,166,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4454,Dallas,Dallas County WDA,2020-03-15,2020-05-04,Mesquite,0,1,0,,,57,OUTBACK 4454,0,330,325,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4456,Dallas,Dallas County WDA,2020-03-15,2020-05-04,Dallas,0,1,0,,,60,OUTBACK 4456,0,330,325,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4458,Dallas,Dallas County WDA,2020-03-15,2020-05-04,Addison,0,1,0,,,63,OUTBACK 4458,0,330,325,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4476,Dallas,Dallas County WDA,2020-03-15,2020-05-04,Garland,0,1,0,,,64,OUTBACK 4476,0,330,325,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Fleming's #5406,Travis,Capital Area WDA,2020-03-15,2020-05-01,Austin,0,1,0,,,59,FLEMING S 5406,0,169,166,2020,2020Q2,2020-04,2,Retail_Food,stage1
2020-04-27,Outback #4464,Lubbock,South Plains WDA,2020-03-15,2020-05-04,Lubbock,0,1,0,,,67,OUTBACK 4464,0,20,29,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4457,Collin,North Central Texas WDA,2020-03-15,2020-05-04,Plano,0,1,0,,,60,OUTBACK 4457,0,92,185,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4461,Denton,North Central Texas WDA,2020-03-15,2020-05-04,Lewisville,0,1,0,,,56,OUTBACK 4461,0,56,185,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4466,Denton,North Central Texas WDA,2020-03-15,2020-05-04,Denton,0,1,0,,,74,OUTBACK 4466,0,56,185,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4477,Collin,North Central Texas WDA,2020-03-15,2020-05-04,Frisco,0,1,0,,,82,OUTBACK 4477,0,92,185,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4478,Johnson,North Central Texas WDA,2020-03-15,2020-05-04,Burleson,0,1,0,,,69,OUTBACK 4478,0,13,185,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4471,Bowie,North East Texas WDA,2020-03-15,2020-05-04,Texarkana,0,1,0,,,56,OUTBACK 4471,0,9,21,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4463,Potter,Panhandle WDA,2020-03-15,2020-05-04,Amarillo,0,1,0,,,76,OUTBACK 4463,0,12,22,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Outback #4429,Hays,Rural Capital WDA,2020-03-15,2020-05-04,San Marcos,0,1,0,,,72,OUTBACK 4429,0,18,67,2020,2020Q2,2020-04,6,Retail_Food,stage1
2020-04-27,Fleming's #5408,Collin,North Central Texas WDA,2020-03-15,2020-05-04,Plano,0,1,0,,,57,FLEMING S 5408,0,92,185,2020,2020Q2,2020-04,2,Retail_Food,stage1
